player_id,season_id,phase,matches,innings,runs,balls,average,strike_rate,highest_score,fours,sixes,dismissals,dot_ball_pct,boundary_pct
536,1,Middle Over,2,2,9.0,11,4.5,81.82,7.0,1,0,1,36.36,9.09
544,1,Death Over,1,1,9.0,10,9.0,90.0,9.0,1,0,1,40.0,10.0
544,1,Middle Over,1,1,17.0,10,17.0,170.0,17.0,2,1,1,40.0,30.0
554,1,Death Over,1,1,3.0,6,3.0,50.0,3.0,0,0,1,50.0,0.0
554,1,Powerplay Over,1,1,0.0,4,0.0,0.0,0.0,0,0,1,75.0,0.0
559,1,Death Over,2,2,2.0,5,1.0,40.0,1.0,0,0,2,60.0,0.0
562,1,Death Over,1,1,3.0,8,3.0,37.5,3.0,0,0,1,50.0,0.0
565,1,Death Over,6,6,37.0,29,6.17,127.59,10.0,3,1,3,41.38,13.79
565,1,Middle Over,9,9,117.0,108,13.0,108.33,29.0,7,5,4,36.11,11.11
565,1,Powerplay Over,5,5,22.0,39,4.4,56.41,14.0,4,0,2,64.1,10.26
572,1,Death Over,2,2,12.0,8,6.0,150.0,9.0,1,0,2,25.0,12.5
572,1,Middle Over,2,2,19.0,18,9.5,105.56,15.0,2,0,1,38.89,11.11
574,1,Death Over,1,1,0.0,3,0.0,0.0,0.0,0,0,1,100.0,0.0
574,1,Middle Over,2,2,42.0,31,21.0,135.48,42.0,5,1,2,35.48,19.35
574,1,Powerplay Over,7,7,103.0,81,14.71,127.16,40.0,16,2,5,41.98,22.22
577,1,Death Over,4,4,12.0,14,3.0,85.71,5.0,1,0,2,21.43,7.14
577,1,Middle Over,3,3,22.0,20,7.33,110.0,15.0,3,0,1,45.0,15.0
577,1,Powerplay Over,1,1,20.0,15,20.0,133.33,20.0,1,2,1,46.67,20.0
580,1,Death Over,2,2,11.0,19,5.5,57.89,11.0,2,0,1,73.68,10.53
586,1,Death Over,3,3,2.0,4,0.67,50.0,1.0,0,0,1,25.0,0.0
590,1,Death Over,6,6,111.0,63,18.5,176.19,39.0,9,7,4,30.16,25.4
590,1,Middle Over,3,3,14.0,16,4.67,87.5,8.0,1,0,2,37.5,6.25
591,1,Powerplay Over,4,4,34.0,34,8.5,100.0,13.0,6,1,2,61.76,20.59
593,1,Death Over,5,5,61.0,42,12.2,145.24,20.0,5,4,5,28.57,21.43
593,1,Middle Over,2,2,38.0,36,19.0,105.56,20.0,3,1,0,38.89,11.11
593,1,Powerplay Over,1,1,10.0,7,10.0,142.86,10.0,2,0,1,42.86,28.57
594,1,Death Over,2,2,42.0,20,21.0,210.0,42.0,2,4,3,30.0,30.0
594,1,Middle Over,5,5,48.0,43,9.6,111.63,28.0,4,1,3,34.88,11.63
594,1,Powerplay Over,4,4,27.0,19,6.75,142.11,21.0,4,1,3,36.84,26.32
597,1,Death Over,4,4,17.0,20,4.25,85.0,15.0,1,1,3,30.0,10.0
597,1,Middle Over,1,1,8.0,8,8.0,100.0,8.0,1,0,0,37.5,12.5
598,1,Death Over,1,1,1.0,2,1.0,50.0,1.0,0,0,0,50.0,0.0
605,1,Death Over,1,1,26.0,17,26.0,152.94,26.0,2,1,0,29.41,17.65
605,1,Middle Over,3,3,51.0,20,17.0,255.0,27.0,3,5,2,20.0,40.0
605,1,Powerplay Over,4,4,51.0,41,12.75,124.39,18.0,8,2,2,53.66,24.39
606,1,Death Over,4,4,41.0,25,10.25,164.0,31.0,5,2,1,28.0,28.0
606,1,Middle Over,4,4,76.0,55,19.0,138.18,33.0,6,4,0,23.64,18.18
606,1,Powerplay Over,2,2,35.0,21,17.5,166.67,18.0,2,3,0,38.1,23.81
612,1,Powerplay Over,1,1,3.0,7,3.0,42.86,3.0,0,0,1,57.14,0.0
615,1,Death Over,2,2,1.0,3,0.5,33.33,1.0,0,0,2,66.67,0.0
615,1,Middle Over,1,1,2.0,3,2.0,66.67,2.0,0,0,0,33.33,0.0
616,1,Death Over,2,2,4.0,8,2.0,50.0,4.0,0,0,2,62.5,0.0
617,1,Death Over,1,1,0.0,1,0.0,0.0,0.0,0,0,0,100.0,0.0
620,1,Death Over,6,6,114.0,66,19.0,172.73,31.0,11,5,3,19.7,24.24
620,1,Middle Over,8,8,89.0,91,11.12,97.8,38.0,10,1,4,36.26,12.09
620,1,Powerplay Over,3,3,22.0,24,7.33,91.67,18.0,3,0,1,54.17,12.5
627,1,Death Over,2,2,43.0,22,21.5,195.45,25.0,6,1,0,13.64,31.82
627,1,Middle Over,3,3,69.0,46,23.0,150.0,33.0,5,3,1,13.04,17.39
627,1,Powerplay Over,4,4,77.0,67,19.25,114.93,24.0,13,2,1,49.25,22.39
634,1,Death Over,1,1,8.0,8,8.0,100.0,8.0,1,0,1,25.0,12.5
634,1,Middle Over,2,2,19.0,21,9.5,90.48,17.0,2,0,1,38.1,9.52
634,1,Powerplay Over,1,1,18.0,12,18.0,150.0,18.0,2,1,0,50.0,25.0
637,1,Middle Over,5,5,69.0,55,13.8,125.45,32.0,5,5,5,49.09,18.18
637,1,Powerplay Over,9,9,98.0,104,10.89,94.23,21.0,12,3,4,50.96,14.42
640,1,Death Over,1,1,23.0,10,23.0,230.0,23.0,2,1,0,0.0,30.0
640,1,Middle Over,2,2,8.0,9,4.0,88.89,8.0,1,0,2,33.33,11.11
640,1,Powerplay Over,1,1,9.0,8,9.0,112.5,9.0,2,0,0,50.0,25.0
641,1,Death Over,1,1,2.0,2,2.0,100.0,2.0,0,0,1,50.0,0.0
654,1,Death Over,6,6,113.0,54,18.83,209.26,39.0,10,8,4,20.37,33.33
654,1,Middle Over,9,9,207.0,122,23.0,169.67,38.0,19,11,3,26.23,24.59
654,1,Powerplay Over,8,8,115.0,77,14.38,149.35,36.0,14,6,5,41.56,25.97
659,1,Death Over,7,7,113.0,58,16.14,194.83,41.0,12,7,7,32.76,32.76
659,1,Middle Over,11,11,221.0,195,20.09,113.33,36.0,18,4,5,29.23,11.28
659,1,Powerplay Over,8,8,37.0,46,4.62,80.43,21.0,5,0,2,52.17,10.87
668,1,Death Over,2,2,8.0,7,4.0,114.29,6.0,1,0,2,28.57,14.29
668,1,Middle Over,3,3,27.0,28,9.0,96.43,24.0,1,0,2,25.0,3.57
668,1,Powerplay Over,1,1,17.0,14,17.0,121.43,17.0,3,0,0,28.57,21.43
670,1,Middle Over,4,4,76.0,45,19.0,168.89,35.0,9,2,4,26.67,24.44
670,1,Powerplay Over,11,11,145.0,107,13.18,135.51,37.0,18,6,7,42.06,22.43
676,1,Death Over,1,1,0.0,2,0.0,0.0,0.0,0,0,1,100.0,0.0
676,1,Middle Over,1,1,2.0,6,2.0,33.33,2.0,0,0,0,50.0,0.0
684,1,Death Over,7,7,125.0,68,17.86,183.82,42.0,4,10,5,22.06,20.59
684,1,Middle Over,11,11,174.0,167,15.82,104.19,39.0,13,6,5,35.93,11.38
684,1,Powerplay Over,7,7,20.0,32,2.86,62.5,11.0,2,1,1,62.5,9.38
689,1,Death Over,1,1,0.0,1,0.0,0.0,0.0,0,0,0,100.0,0.0
692,1,Death Over,9,9,27.0,25,3.0,108.0,10.0,2,1,5,28.0,12.0
699,1,Death Over,5,5,12.0,20,2.4,60.0,6.0,0,0,2,40.0,0.0
699,1,Middle Over,1,1,3.0,8,3.0,37.5,3.0,0,0,0,62.5,0.0
700,1,Death Over,3,3,22.0,10,7.33,220.0,20.0,2,2,2,40.0,40.0
